alex,alex,andonian,andonian,andy,andy,atharva,atharva,billy,billy,brian,brian,claire,claire,david,david,elisa,elisa,eric,eric,fabio,fabio,jake,jake,joseph,joseph,josh,josh,lawler,lawler,lucy,lucy,martina,martina,max,max,nathan,nathan,obed,obed,paul,paul,pietro,pietro,pratik,pratik,river,river,sophie,sophie,stefano,stefano,veronica,veronica,victor,victor,yunbo,yunbo
offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense,offense,defense
998.3157894736842,1000.0,1000.0,1000.0,1000.0,1001.6842105263158,1001.6842105263158,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,998.3157894736842,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
992.9789639742108,1000.0,1000.0,1000.0,1000.0,1007.0210360257892,1001.6842105263158,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1005.3368254994734,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,998.3157894736842,1000.0,1000.0,1000.0,1000.0,1000.0,994.6631745005266,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
992.9789639742108,994.3529411764706,1000.0,1000.0,1005.6470588235294,1007.0210360257892,1001.6842105263158,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1005.3368254994734,1005.6470588235294,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,998.3157894736842,1000.0,1000.0,1000.0,1000.0,994.3529411764706,994.6631745005266,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1013.8207961697116,994.3529411764706,1000.0,1000.0,1005.6470588235294,1027.8628682212902,1001.6842105263158,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1005.3368254994734,1005.6470588235294,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,979.1581678044992,1000.0,1000.0,998.3157894736842,1000.0,1000.0,1000.0,1000.0,994.3529411764706,973.8213423050256,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
993.436324703049,994.3529411764706,1000.0,1000.0,1026.031530290192,1027.8628682212902,1001.6842105263158,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,979.6155285333374,1005.3368254994734,1005.6470588235294,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,979.1581678044992,1000.0,1000.0,998.3157894736842,1000.0,1000.0,1000.0,1000.0,994.3529411764706,994.2058137716884,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
993.436324703049,986.2470520990196,1000.0,1000.0,1026.031530290192,1035.9687572987411,1001.6842105263158,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,991.894110922549,979.6155285333374,1005.3368254994734,1005.6470588235294,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,979.1581678044992,1000.0,1000.0,998.3157894736842,1000.0,1000.0,1000.0,1000.0,1002.4588302539216,994.2058137716884,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
993.436324703049,986.2470520990196,1000.0,1000.0,1026.031530290192,1036.105812244419,1001.6842105263158,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,991.894110922549,979.6155285333374,1005.3368254994734,1005.6470588235294,1000.0,1000.0,999.8629450543222,1000.0,1000.0,1000.0,1000.0,1000.0,979.2952227501772,1000.0,1000.0,998.1787345280064,1000.0,1000.0,1000.0,1000.0,1002.4588302539216,994.2058137716884,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1003.9071905294646,986.2470520990196,1000.0,1000.0,1026.031530290192,1046.5766780708343,1001.6842105263158,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,989.5291341735845,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,991.894110922549,979.6155285333374,1005.3368254994734,1005.6470588235294,1000.0,1000.0,999.8629450543222,1000.0,1000.0,1000.0,1000.0,1000.0,979.2952227501772,1000.0,1000.0,998.1787345280064,1000.0,1000.0,1000.0,1000.0,1002.4588302539216,983.7349479452728,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
994.326158077514,986.2470520990196,1000.0,990.4189675480492,1026.031530290192,1056.1577105227852,1001.6842105263158,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,989.5291341735845,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,991.894110922549,979.6155285333374,1005.3368254994734,1005.6470588235294,1000.0,1000.0,999.8629450543222,1000.0,1000.0,1000.0,1000.0,1000.0,979.2952227501772,1000.0,1000.0,998.1787345280064,1000.0,1000.0,1000.0,1000.0,1012.0398627058725,983.7349479452728,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
